"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","ppltrst","imbgeco","hhmmb","agea","eduyrs"
"ESS1e06_7",1,"6.7","23.11.2023",1019,"FI",1,1.1025863,0.21020015,0.2317638,,,,8,5,4,48,17
"ESS1e06_7",1,"6.7","23.11.2023",1021,"FI",1,1.2691058,0.21020015,0.26676622,,,,7,5,1,37,14
"ESS1e06_7",1,"6.7","23.11.2023",1022,"FI",1,1.0165129,0.21020015,0.21367115,,,,7,4,3,30,13
"ESS1e06_7",1,"6.7","23.11.2023",1023,"FI",1,1.0634979,0.21020015,0.22354741,,,,5,5,4,20,13
"ESS1e06_7",1,"6.7","23.11.2023",1026,"FI",1,0.90040845,0.21020015,0.18926598,,,,7,5,2,61,12
"ESS1e06_7",1,"6.7","23.11.2023",1027,"FI",1,0.88969,0.21020015,0.18701297,,,,9,5,4,27,12
"ESS1e06_7",1,"6.7","23.11.2023",1028,"FI",1,0.88969,0.21020015,0.18701297,,,,4,5,2,28,12
"ESS1e06_7",1,"6.7","23.11.2023",1029,"FI",1,0.8270753,0.21020015,0.17385136,,,,7,6,4,40,18
"ESS1e06_7",1,"6.7","23.11.2023",1030,"FI",1,1.0813458,0.21020015,0.22729905,,,,5,3,4,34,11
"ESS1e06_7",1,"6.7","23.11.2023",1031,"FI",1,0.95353234,0.21020015,0.20043264,,,,7,10,1,69,6
"ESS1e06_7",1,"6.7","23.11.2023",1032,"FI",1,1.1798129,0.21020015,0.24799685,,,,7,5,1,49,13
"ESS1e06_7",1,"6.7","23.11.2023",1034,"FI",1,1.1798129,0.21020015,0.24799685,,,,7,5,6,41,12
"ESS1e06_7",1,"6.7","23.11.2023",1035,"FI",1,1.0889441,0.21020015,0.2288962,,,,7,88,2,25,15
"ESS1e06_7",1,"6.7","23.11.2023",1036,"FI",1,1.056507,0.21020015,0.22207792,,,,7,2,2,72,8
"ESS1e06_7",1,"6.7","23.11.2023",1037,"FI",1,1.1410862,0.21020015,0.2398565,,,,8,88,1,89,10
"ESS1e06_7",1,"6.7","23.11.2023",1039,"FI",1,1.259757,0.21020015,0.2648011,,,,8,3,4,43,17
"ESS1e06_7",1,"6.7","23.11.2023",1041,"FI",1,0.94497275,0.21020015,0.19863342,,,,8,8,2,37,16
"ESS1e06_7",1,"6.7","23.11.2023",1042,"FI",1,1.1410862,0.21020015,0.2398565,,,,8,5,2,63,8
"ESS1e06_7",1,"6.7","23.11.2023",1043,"FI",1,1.259757,0.21020015,0.2648011,,,,8,7,4,36,17
"ESS1e06_7",1,"6.7","23.11.2023",1045,"FI",1,1.0165129,0.21020015,0.21367115,,,,7,6,2,24,16
"ESS1e06_7",1,"6.7","23.11.2023",1046,"FI",1,1.0165129,0.21020015,0.21367115,,,,6,5,1,26,18
"ESS1e06_7",1,"6.7","23.11.2023",1049,"FI",1,1.259757,0.21020015,0.2648011,,,,6,8,2,44,16
"ESS1e06_7",1,"6.7","23.11.2023",1050,"FI",1,0.96509004,0.21020015,0.20286207,,,,6,6,2,59,16
"ESS1e06_7",1,"6.7","23.11.2023",1052,"FI",1,0.94497275,0.21020015,0.19863342,,,,7,5,5,41,19
"ESS1e06_7",1,"6.7","23.11.2023",1053,"FI",1,0.94497275,0.21020015,0.19863342,,,,3,10,1,47,16
"ESS1e06_7",1,"6.7","23.11.2023",1054,"FI",1,1.0165129,0.21020015,0.21367115,,,,7,5,2,33,19
"ESS1e06_7",1,"6.7","23.11.2023",1056,"FI",1,1.259757,0.21020015,0.2648011,,,,7,8,4,52,18
"ESS1e06_7",1,"6.7","23.11.2023",1057,"FI",1,0.96509004,0.21020015,0.20286207,,,,8,6,1,76,16
"ESS1e06_7",1,"6.7","23.11.2023",1058,"FI",1,1.2169458,0.21020015,0.25580218,,,,4,6,2,31,17
"ESS1e06_7",1,"6.7","23.11.2023",1060,"FI",1,1.4118748,0.21020015,0.2967763,,,,6,8,2,53,16
"ESS1e06_7",1,"6.7","23.11.2023",1061,"FI",1,1.1410862,0.21020015,0.2398565,,,,0,88,2,56,6
"ESS1e06_7",1,"6.7","23.11.2023",1062,"FI",1,0.94497275,0.21020015,0.19863342,,,,8,6,3,49,18
"ESS1e06_7",1,"6.7","23.11.2023",1063,"FI",1,1.0861335,0.21020015,0.22830541,,,,5,1,4,53,10
"ESS1e06_7",1,"6.7","23.11.2023",1065,"FI",1,1.0165129,0.21020015,0.21367115,,,,8,5,2,22,12
"ESS1e06_7",1,"6.7","23.11.2023",1066,"FI",1,1.259757,0.21020015,0.2648011,,,,7,5,1,52,18
"ESS1e06_7",1,"6.7","23.11.2023",1067,"FI",1,1.259757,0.21020015,0.2648011,,,,8,9,2,51,17
"ESS1e06_7",1,"6.7","23.11.2023",1071,"FI",1,1.4610361,0.21020015,0.30711,,,,7,7,2,59,10
"ESS1e06_7",1,"6.7","23.11.2023",1072,"FI",1,1.4500134,0.21020015,0.30479303,,,,5,5,3,37,13
"ESS1e06_7",1,"6.7","23.11.2023",1073,"FI",1,1.0287592,0.21020015,0.21624534,,,,6,8,2,63,10
"ESS1e06_7",1,"6.7","23.11.2023",1076,"FI",1,1.0634979,0.21020015,0.22354741,,,,8,3,4,30,12
"ESS1e06_7",1,"6.7","23.11.2023",1077,"FI",1,1.4118748,0.21020015,0.2967763,,,,6,8,4,44,12
"ESS1e06_7",1,"6.7","23.11.2023",1079,"FI",1,0.8652515,0.21020015,0.18187599,,,,8,7,4,38,12
"ESS1e06_7",1,"6.7","23.11.2023",1080,"FI",1,1.0756978,0.21020015,0.22611183,,,,6,5,2,59,16
"ESS1e06_7",1,"6.7","23.11.2023",1081,"FI",1,1.0861335,0.21020015,0.22830541,,,,9,6,2,39,9
"ESS1e06_7",1,"6.7","23.11.2023",1084,"FI",1,1.2940398,0.21020015,0.27200738,,,,7,7,4,16,9
"ESS1e06_7",1,"6.7","23.11.2023",1086,"FI",1,1.4500134,0.21020015,0.30479303,,,,5,5,4,38,10
"ESS1e06_7",1,"6.7","23.11.2023",1087,"FI",1,0.9244231,0.21020015,0.19431387,,,,7,6,4,16,10
"ESS1e06_7",1,"6.7","23.11.2023",1090,"FI",1,1.0287592,0.21020015,0.21624534,,,,0,7,1,76,10
"ESS1e06_7",1,"6.7","23.11.2023",1091,"FI",1,1.0165129,0.21020015,0.21367115,,,,9,7,3,23,16
"ESS1e06_7",1,"6.7","23.11.2023",1093,"FI",1,0.94497275,0.21020015,0.19863342,,,,3,7,3,50,15
"ESS1e06_7",1,"6.7","23.11.2023",1094,"FI",1,1.0861335,0.21020015,0.22830541,,,,5,9,1,51,7
"ESS1e06_7",1,"6.7","23.11.2023",1100,"FI",1,0.9244231,0.21020015,0.19431387,,,,6,3,2,28,11
"ESS1e06_7",1,"6.7","23.11.2023",1106,"FI",1,0.9244231,0.21020015,0.19431387,,,,7,6,4,16,9
"ESS1e06_7",1,"6.7","23.11.2023",1107,"FI",1,1.259757,0.21020015,0.2648011,,,,8,4,3,48,14
"ESS1e06_7",1,"6.7","23.11.2023",1109,"FI",1,1.0634979,0.21020015,0.22354741,,,,8,8,2,34,17
"ESS1e06_7",1,"6.7","23.11.2023",1110,"FI",1,1.4610361,0.21020015,0.30711,,,,8,0,5,55,14
"ESS1e06_7",1,"6.7","23.11.2023",1111,"FI",1,1.1410862,0.21020015,0.2398565,,,,7,8,3,58,12
"ESS1e06_7",1,"6.7","23.11.2023",1114,"FI",1,1.056507,0.21020015,0.22207792,,,,3,4,2,63,9
"ESS1e06_7",1,"6.7","23.11.2023",1115,"FI",1,1.2169458,0.21020015,0.25580218,,,,5,6,3,30,16
"ESS1e06_7",1,"6.7","23.11.2023",1116,"FI",1,1.1410862,0.21020015,0.2398565,,,,4,4,2,66,8
"ESS1e06_7",1,"6.7","23.11.2023",1117,"FI",1,0.8652515,0.21020015,0.18187599,,,,7,6,5,36,11
"ESS1e06_7",1,"6.7","23.11.2023",1119,"FI",1,1.259757,0.21020015,0.2648011,,,,4,5,1,38,14
"ESS1e06_7",1,"6.7","23.11.2023",1121,"FI",1,0.8652515,0.21020015,0.18187599,,,,5,6,1,38,13
"ESS1e06_7",1,"6.7","23.11.2023",1122,"FI",1,1.4610361,0.21020015,0.30711,,,,8,3,1,83,8
"ESS1e06_7",1,"6.7","23.11.2023",1123,"FI",1,1.0889441,0.21020015,0.2288962,,,,7,4,6,31,15
"ESS1e06_7",1,"6.7","23.11.2023",1124,"FI",1,1.0861335,0.21020015,0.22830541,,,,4,2,7,38,9
"ESS1e06_7",1,"6.7","23.11.2023",1130,"FI",1,0.94497275,0.21020015,0.19863342,,,,8,5,4,49,16
"ESS1e06_7",1,"6.7","23.11.2023",1131,"FI",1,1.2940398,0.21020015,0.27200738,,,,3,0,3,21,11
"ESS1e06_7",1,"6.7","23.11.2023",1132,"FI",1,1.056507,0.21020015,0.22207792,,,,9,4,2,66,7
"ESS1e06_7",1,"6.7","23.11.2023",1135,"FI",1,0.9244231,0.21020015,0.19431387,,,,8,9,4,16,9
"ESS1e06_7",1,"6.7","23.11.2023",1136,"FI",1,1.0634979,0.21020015,0.22354741,,,,6,6,1,24,16
"ESS1e06_7",1,"6.7","23.11.2023",1137,"FI",1,0.94497275,0.21020015,0.19863342,,,,1,4,1,51,16
"ESS1e06_7",1,"6.7","23.11.2023",1138,"FI",1,1.0889441,0.21020015,0.2288962,,,,7,6,4,33,17
"ESS1e06_7",1,"6.7","23.11.2023",1139,"FI",1,0.9246943,0.21020015,0.19437088,,,,8,6,2,69,7
"ESS1e06_7",1,"6.7","23.11.2023",1141,"FI",1,0.9246943,0.21020015,0.19437088,,,,6,3,2,82,4
"ESS1e06_7",1,"6.7","23.11.2023",1143,"FI",1,0.9987212,0.21020015,0.20993134,,,,8,2,2,70,8
"ESS1e06_7",1,"6.7","23.11.2023",1144,"FI",1,0.7573003,0.21020015,0.15918463,,,,3,5,3,42,9
"ESS1e06_7",1,"6.7","23.11.2023",1145,"FI",1,0.93081295,0.21020015,0.19565701,,,,8,7,2,29,13
"ESS1e06_7",1,"6.7","23.11.2023",1147,"FI",1,1.2357254,0.21020015,0.25974965,,,,6,5,5,41,11
"ESS1e06_7",1,"6.7","23.11.2023",1150,"FI",1,1.2357254,0.21020015,0.25974965,,,,4,6,1,47,10
"ESS1e06_7",1,"6.7","23.11.2023",1152,"FI",1,1.2357254,0.21020015,0.25974965,,,,8,8,3,54,10
"ESS1e06_7",1,"6.7","23.11.2023",1153,"FI",1,0.80908954,0.21020015,0.17007074,,,,6,7,1,19,12
"ESS1e06_7",1,"6.7","23.11.2023",1154,"FI",1,0.9987212,0.21020015,0.20993134,,,,7,7,1,65,8
"ESS1e06_7",1,"6.7","23.11.2023",1156,"FI",1,1.2357254,0.21020015,0.25974965,,,,3,0,1,54,10
"ESS1e06_7",1,"6.7","23.11.2023",1157,"FI",1,0.9506245,0.21020015,0.19982141,,,,5,3,1,53,9
"ESS1e06_7",1,"6.7","23.11.2023",1158,"FI",1,1.2357254,0.21020015,0.25974965,,,,7,1,4,45,13
"ESS1e06_7",1,"6.7","23.11.2023",1159,"FI",1,1.2691058,0.21020015,0.26676622,,,,8,5,3,36,14
"ESS1e06_7",1,"6.7","23.11.2023",1160,"FI",1,0.9506245,0.21020015,0.19982141,,,,6,0,2,45,8
"ESS1e06_7",1,"6.7","23.11.2023",1161,"FI",1,0.8880985,0.21020015,0.18667842,,,,10,6,5,43,12
"ESS1e06_7",1,"6.7","23.11.2023",1162,"FI",1,0.8311718,0.21020015,0.17471243,,,,7,5,3,29,11
"ESS1e06_7",1,"6.7","23.11.2023",1163,"FI",1,1.1544472,0.21020015,0.24266496,,,,8,6,5,44,11
"ESS1e06_7",1,"6.7","23.11.2023",1164,"FI",1,1.185632,0.21020015,0.24922001,,,,6,3,2,49,11
"ESS1e06_7",1,"6.7","23.11.2023",1165,"FI",1,0.9330316,0.21020015,0.19612338,,,,8,3,1,87,5
"ESS1e06_7",1,"6.7","23.11.2023",1166,"FI",1,1.0580971,0.21020015,0.22241217,,,,8,7,11,19,12
"ESS1e06_7",1,"6.7","23.11.2023",1167,"FI",1,0.8638738,0.21020015,0.1815864,,,,7,4,3,80,4
"ESS1e06_7",1,"6.7","23.11.2023",1168,"FI",1,0.86959,0.21020015,0.18278794,,,,1,0,2,31,14
"ESS1e06_7",1,"6.7","23.11.2023",1169,"FI",1,0.88969,0.21020015,0.18701297,,,,5,6,2,25,13
"ESS1e06_7",1,"6.7","23.11.2023",1170,"FI",1,0.84468275,0.21020015,0.17755243,,,,8,7,2,64,10
"ESS1e06_7",1,"6.7","23.11.2023",1171,"FI",1,1.2787532,0.21020015,0.2687941,,,,10,5,1,71,8
"ESS1e06_7",1,"6.7","23.11.2023",1172,"FI",1,0.9987212,0.21020015,0.20993134,,,,8,4,2,79,8
"ESS1e06_7",1,"6.7","23.11.2023",1174,"FI",1,1.1025863,0.21020015,0.2317638,,,,7,8,2,49,16
"ESS1e06_7",1,"6.7","23.11.2023",1175,"FI",1,0.9246943,0.21020015,0.19437088,,,,7,2,1,65,5
"ESS1e06_7",1,"6.7","23.11.2023",1177,"FI",1,0.84468275,0.21020015,0.17755243,,,,7,1,2,61,13
"ESS1e06_7",1,"6.7","23.11.2023",1178,"FI",1,1.2357254,0.21020015,0.25974965,,,,5,3,2,54,14
"ESS1e06_7",1,"6.7","23.11.2023",1179,"FI",1,0.9506245,0.21020015,0.19982141,,,,8,8,2,36,12
"ESS1e06_7",1,"6.7","23.11.2023",1180,"FI",1,0.94327295,0.21020015,0.19827612,,,,5,0,3,48,9
"ESS1e06_7",1,"6.7","23.11.2023",1182,"FI",1,1.259757,0.21020015,0.2648011,,,,8,8,2,50,16
"ESS1e06_7",1,"6.7","23.11.2023",1183,"FI",1,1.1410862,0.21020015,0.2398565,,,,7,7,1,59,12
"ESS1e06_7",1,"6.7","23.11.2023",1184,"FI",1,1.056507,0.21020015,0.22207792,,,,7,7,2,58,7
"ESS1e06_7",1,"6.7","23.11.2023",1185,"FI",1,0.88969,0.21020015,0.18701297,,,,7,5,2,29,12
"ESS1e06_7",1,"6.7","23.11.2023",1186,"FI",1,0.88969,0.21020015,0.18701297,,,,7,4,2,21,12
"ESS1e06_7",1,"6.7","23.11.2023",1187,"FI",1,0.93081295,0.21020015,0.19565701,,,,7,5,2,21,12
"ESS1e06_7",1,"6.7","23.11.2023",1188,"FI",1,0.8270753,0.21020015,0.17385136,,,,6,7,5,43,17
"ESS1e06_7",1,"6.7","23.11.2023",1189,"FI",1,0.9996209,0.21020015,0.21012047,,,,5,88,5,87,0
"ESS1e06_7",1,"6.7","23.11.2023",1190,"FI",1,0.7573003,0.21020015,0.15918463,,,,3,5,3,51,8
"ESS1e06_7",1,"6.7","23.11.2023",1191,"FI",1,0.93081295,0.21020015,0.19565701,,,,8,9,2,27,11
"ESS1e06_7",1,"6.7","23.11.2023",1192,"FI",1,0.94149077,0.21020015,0.1979015,,,,9,8,2,73,15
"ESS1e06_7",1,"6.7","23.11.2023",1194,"FI",1,1.2357254,0.21020015,0.25974965,,,,8,5,4,41,10
"ESS1e06_7",1,"6.7","23.11.2023",1196,"FI",1,0.9506245,0.21020015,0.19982141,,,,8,6,2,53,9
"ESS1e06_7",1,"6.7","23.11.2023",1197,"FI",1,0.9330316,0.21020015,0.19612338,,,,9,3,1,76,10
"ESS1e06_7",1,"6.7","23.11.2023",1199,"FI",1,1.0300652,0.21020015,0.21651985,,,,7,7,3,53,17
"ESS1e06_7",1,"6.7","23.11.2023",1200,"FI",1,0.8638738,0.21020015,0.1815864,,,,5,5,2,55,10
"ESS1e06_7",1,"6.7","23.11.2023",1201,"FI",1,1.0300652,0.21020015,0.21651985,,,,6,8,1,50,12
"ESS1e06_7",1,"6.7","23.11.2023",1203,"FI",1,0.9330316,0.21020015,0.19612338,,,,7,0,3,71,8
"ESS1e06_7",1,"6.7","23.11.2023",1204,"FI",1,0.99505967,0.21020015,0.20916168,,,,8,1,6,28,15
"ESS1e06_7",1,"6.7","23.11.2023",1205,"FI",1,0.89889145,0.21020015,0.18894711,,,,7,7,2,59,13
"ESS1e06_7",1,"6.7","23.11.2023",1206,"FI",1,0.9987212,0.21020015,0.20993134,,,,5,5,2,62,8
"ESS1e06_7",1,"6.7","23.11.2023",1207,"FI",1,1.2691058,0.21020015,0.26676622,,,,8,7,3,35,14
"ESS1e06_7",1,"6.7","23.11.2023",1209,"FI",1,0.7573003,0.21020015,0.15918463,,,,5,5,3,47,9
"ESS1e06_7",1,"6.7","23.11.2023",1212,"FI",1,0.8828549,0.21020015,0.18557623,,,,9,4,2,63,7
"ESS1e06_7",1,"6.7","23.11.2023",1213,"FI",1,0.723035,0.21020015,0.15198205,,,,4,5,2,52,9
"ESS1e06_7",1,"6.7","23.11.2023",1215,"FI",1,1.0165129,0.21020015,0.21367115,,,,7,5,1,22,14
"ESS1e06_7",1,"6.7","23.11.2023",1218,"FI",1,0.94497275,0.21020015,0.19863342,,,,7,9,2,36,22
"ESS1e06_7",1,"6.7","23.11.2023",1220,"FI",1,1.1410862,0.21020015,0.2398565,,,,6,7,1,76,9
"ESS1e06_7",1,"6.7","23.11.2023",1222,"FI",1,1.2169458,0.21020015,0.25580218,,,,7,8,1,26,18
"ESS1e06_7",1,"6.7","23.11.2023",1225,"FI",1,1.0756978,0.21020015,0.22611183,,,,5,7,2,64,18
"ESS1e06_7",1,"6.7","23.11.2023",1226,"FI",1,1.0165129,0.21020015,0.21367115,,,,8,3,4,23,13
"ESS1e06_7",1,"6.7","23.11.2023",1227,"FI",1,1.0165129,0.21020015,0.21367115,,,,3,7,1,34,20
"ESS1e06_7",1,"6.7","23.11.2023",1228,"FI",1,1.0889441,0.21020015,0.2288962,,,,7,8,1,27,20
"ESS1e06_7",1,"6.7","23.11.2023",1230,"FI",1,0.96509004,0.21020015,0.20286207,,,,8,7,1,74,22
"ESS1e06_7",1,"6.7","23.11.2023",1233,"FI",1,1.4118748,0.21020015,0.2967763,,,,7,7,4,45,14
"ESS1e06_7",1,"6.7","23.11.2023",1235,"FI",1,0.96509004,0.21020015,0.20286207,,,,8,7,2,57,16
"ESS1e06_7",1,"6.7","23.11.2023",1238,"FI",1,1.4610361,0.21020015,0.30711,,,,7,2,1,77,13
"ESS1e06_7",1,"6.7","23.11.2023",1240,"FI",1,1.056507,0.21020015,0.22207792,,,,8,8,2,69,9
"ESS1e06_7",1,"6.7","23.11.2023",1241,"FI",1,0.8652515,0.21020015,0.18187599,,,,6,7,2,45,11
"ESS1e06_7",1,"6.7","23.11.2023",1242,"FI",1,0.96509004,0.21020015,0.20286207,,,,7,7,1,59,18
"ESS1e06_7",1,"6.7","23.11.2023",1243,"FI",1,1.0634979,0.21020015,0.22354741,,,,7,7,1,24,16
"ESS1e06_7",1,"6.7","23.11.2023",1244,"FI",1,0.94497275,0.21020015,0.19863342,,,,9,9,4,44,18
"ESS1e06_7",1,"6.7","23.11.2023",1245,"FI",1,1.2940398,0.21020015,0.27200738,,,,4,7,4,16,9
"ESS1e06_7",1,"6.7","23.11.2023",1246,"FI",1,1.056507,0.21020015,0.22207792,,,,7,2,3,62,9
"ESS1e06_7",1,"6.7","23.11.2023",1247,"FI",1,1.259757,0.21020015,0.2648011,,,,5,5,1,37,15
"ESS1e06_7",1,"6.7","23.11.2023",1250,"FI",1,0.94497275,0.21020015,0.19863342,,,,8,7,4,37,15
"ESS1e06_7",1,"6.7","23.11.2023",1251,"FI",1,1.0634979,0.21020015,0.22354741,,,,9,8,2,24,17
"ESS1e06_7",1,"6.7","23.11.2023",1253,"FI",1,1.1410862,0.21020015,0.2398565,,,,7,4,1,66,9
"ESS1e06_7",1,"6.7","23.11.2023",1254,"FI",1,1.2169458,0.21020015,0.25580218,,,,8,7,3,27,20
"ESS1e06_7",1,"6.7","23.11.2023",1258,"FI",1,1.0165129,0.21020015,0.21367115,,,,6,10,1,24,14
"ESS1e06_7",1,"6.7","23.11.2023",1260,"FI",1,0.96509004,0.21020015,0.20286207,,,,7,0,1,73,11
"ESS1e06_7",1,"6.7","23.11.2023",1261,"FI",1,0.9244231,0.21020015,0.19431387,,,,8,3,3,18,12
"ESS1e06_7",1,"6.7","23.11.2023",1266,"FI",1,1.0165129,0.21020015,0.21367115,,,,7,5,1,24,12
"ESS1e06_7",1,"6.7","23.11.2023",1267,"FI",1,0.94497275,0.21020015,0.19863342,,,,5,6,1,44,20
"ESS1e06_7",1,"6.7","23.11.2023",1268,"FI",1,1.0634979,0.21020015,0.22354741,,,,3,7,1,24,17
"ESS1e06_7",1,"6.7","23.11.2023",1269,"FI",1,1.2169458,0.21020015,0.25580218,,,,7,7,2,28,16
"ESS1e06_7",1,"6.7","23.11.2023",1270,"FI",1,1.4610361,0.21020015,0.30711,,,,5,2,2,64,12
"ESS1e06_7",1,"6.7","23.11.2023",1271,"FI",1,1.0889441,0.21020015,0.2288962,,,,6,5,2,24,16
"ESS1e06_7",1,"6.7","23.11.2023",1272,"FI",1,1.0756978,0.21020015,0.22611183,,,,7,7,2,76,17
"ESS1e06_7",1,"6.7","23.11.2023",1273,"FI",1,1.259757,0.21020015,0.2648011,,,,4,5,1,40,16
"ESS1e06_7",1,"6.7","23.11.2023",1274,"FI",1,1.056507,0.21020015,0.22207792,,,,8,8,2,66,6
"ESS1e06_7",1,"6.7","23.11.2023",1275,"FI",1,0.96509004,0.21020015,0.20286207,,,,9,5,1,56,18
"ESS1e06_7",1,"6.7","23.11.2023",1279,"FI",1,0.94497275,0.21020015,0.19863342,,,,8,10,4,41,20
"ESS1e06_7",1,"6.7","23.11.2023",1280,"FI",1,0.96509004,0.21020015,0.20286207,,,,10,5,2,80,16
"ESS1e06_7",1,"6.7","23.11.2023",1281,"FI",1,1.0756978,0.21020015,0.22611183,,,,6,3,2,59,16
"ESS1e06_7",1,"6.7","23.11.2023",1282,"FI",1,1.4610361,0.21020015,0.30711,,,,7,6,1,86,9
"ESS1e06_7",1,"6.7","23.11.2023",1284,"FI",1,0.96509004,0.21020015,0.20286207,,,,8,7,2,55,17
"ESS1e06_7",1,"6.7","23.11.2023",1286,"FI",1,0.94497275,0.21020015,0.19863342,,,,8,8,1,49,16
"ESS1e06_7",1,"6.7","23.11.2023",1287,"FI",1,1.4118748,0.21020015,0.2967763,,,,3,6,1,49,11
"ESS1e06_7",1,"6.7","23.11.2023",1290,"FI",1,1.2169458,0.21020015,0.25580218,,,,10,8,2,28,16
"ESS1e06_7",1,"6.7","23.11.2023",1294,"FI",1,0.96509004,0.21020015,0.20286207,,,,8,5,2,67,15
"ESS1e06_7",1,"6.7","23.11.2023",1295,"FI",1,0.96509004,0.21020015,0.20286207,,,,8,10,2,76,16
"ESS1e06_7",1,"6.7","23.11.2023",1297,"FI",1,1.4118748,0.21020015,0.2967763,,,,5,5,2,50,13
"ESS1e06_7",1,"6.7","23.11.2023",1298,"FI",1,1.4118748,0.21020015,0.2967763,,,,5,0,2,51,8
"ESS1e06_7",1,"6.7","23.11.2023",1299,"FI",1,1.1410862,0.21020015,0.2398565,,,,8,0,1,93,4
"ESS1e06_7",1,"6.7","23.11.2023",1300,"FI",1,0.96509004,0.21020015,0.20286207,,,,5,5,2,62,12
"ESS1e06_7",1,"6.7","23.11.2023",1306,"FI",1,1.0165129,0.21020015,0.21367115,,,,7,8,1,34,12
"ESS1e06_7",1,"6.7","23.11.2023",1308,"FI",1,1.2940398,0.21020015,0.27200738,,,,3,7,3,18,11
"ESS1e06_7",1,"6.7","23.11.2023",1309,"FI",1,1.259757,0.21020015,0.2648011,,,,8,8,4,36,16
"ESS1e06_7",1,"6.7","23.11.2023",1310,"FI",1,1.1410862,0.21020015,0.2398565,,,,6,7,1,60,8
"ESS1e06_7",1,"6.7","23.11.2023",1311,"FI",1,0.94497275,0.21020015,0.19863342,,,,7,7,3,45,17
"ESS1e06_7",1,"6.7","23.11.2023",1313,"FI",1,1.1410862,0.21020015,0.2398565,,,,5,7,3,56,9
"ESS1e06_7",1,"6.7","23.11.2023",1314,"FI",1,1.2940398,0.21020015,0.27200738,,,,5,8,3,17,10
"ESS1e06_7",1,"6.7","23.11.2023",1315,"FI",1,0.9244231,0.21020015,0.19431387,,,,5,7,5,15,8
"ESS1e06_7",1,"6.7","23.11.2023",1318,"FI",1,1.0165129,0.21020015,0.21367115,,,,7,6,2,23,15
"ESS1e06_7",1,"6.7","23.11.2023",1320,"FI",1,1.1410862,0.21020015,0.2398565,,,,4,0,1,84,13
"ESS1e06_7",1,"6.7","23.11.2023",1321,"FI",1,0.94497275,0.21020015,0.19863342,,,,9,5,1,44,17
"ESS1e06_7",1,"6.7","23.11.2023",1322,"FI",1,1.0861335,0.21020015,0.22830541,,,,7,6,1,41,9
"ESS1e06_7",1,"6.7","23.11.2023",1323,"FI",1,1.0889441,0.21020015,0.2288962,,,,5,7,1,27,16
"ESS1e06_7",1,"6.7","23.11.2023",1326,"FI",1,0.8652515,0.21020015,0.18187599,,,,8,8,1,43,8
"ESS1e06_7",1,"6.7","23.11.2023",1327,"FI",1,1.0634979,0.21020015,0.22354741,,,,5,6,1,32,12
"ESS1e06_7",1,"6.7","23.11.2023",1328,"FI",1,1.0889441,0.21020015,0.2288962,,,,7,10,2,28,18
"ESS1e06_7",1,"6.7","23.11.2023",1331,"FI",1,1.1410862,0.21020015,0.2398565,,,,8,88,1,63,8
"ESS1e06_7",1,"6.7","23.11.2023",1333,"FI",1,1.2169458,0.21020015,0.25580218,,,,8,8,3,30,14
